Time,Game Number,Round Number,Player,Action Type,Player Hand,Board,Possible Actions,Cards Action,Reward,Qvalues,Loss,Wrong Actions,Total Actions,Scores,Roles,Players Status,Agent Names,Performance Score
2021-05-24_08:31:18.703924,5,15,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  9  9 10 11]]",[8 8 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[('PASS', [0]) '' ('DISCARD', [9, 9]) ('DISCARD', [8, 8])]",,[]
2021-05-24_08:31:18.717908,5,15,1,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  9  9 10 11]]",[8 8 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([9, 9])]
 ['DISCARD' list([8, 8])]]",,[]
2021-05-24_08:31:18.732642,5,15,2,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  9  9 10 11]]",[8 8 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([8, 8])]]",,[]
2021-05-24_08:31:18.746961,5,15,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  9  9 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([8, 8])]]",,[]
2021-05-24_08:31:18.760525,5,16,3,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10 11]]",[9 9 0 0 0 0 0 0 0 0 0],True,"[9, 9]",0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"['' '' '' ('DISCARD', [9, 9])]",,[]
2021-05-24_08:31:18.777843,5,16,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10 11]]",[9 9 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[('PASS', [0]) '' '' ('DISCARD', [9, 9])]",,[]
2021-05-24_08:31:18.792235,5,16,1,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10 11]]",[9 9 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[('PASS', [0]) ('PASS', [0]) '' ('DISCARD', [9, 9])]",,[]
2021-05-24_08:31:18.806907,5,16,2,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10 11]]",[9 9 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([9, 9])]]",,[]
2021-05-24_08:31:18.819676,5,16,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([9, 9])]]",,[]
2021-05-24_08:31:18.834774,5,17,3,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  6  7  8  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[10  0  0  0  0  0  0  0  0  0  0],True,[10],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"['' '' '' ('DISCARD', [10])]",,[]
2021-05-24_08:31:18.849933,5,17,0,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[8 0 0 0 0 0 0 0 0 0 0],True,[8],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[('DISCARD', [8]) '' '' ('DISCARD', [10])]",,[]
2021-05-24_08:31:18.865269,5,17,1,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  4  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[8 0 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[('DISCARD', [8]) ('PASS', [0]) '' ('DISCARD', [10])]",,[]
2021-05-24_08:31:18.881504,5,17,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[4 0 0 0 0 0 0 0 0 0 0],True,[4],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['DISCARD' list([8])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['DISCARD' list([10])]]",,[]
2021-05-24_08:31:18.902421,5,17,3,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[4 0 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['DISCARD' list([8])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:18.924049,5,17,0,PASS,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[4 0 0 0 0 0 0 0 0 0 0],True,[0],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:18.936845,5,17,,PIZZA_READY,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  5  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[13  0  0  0  0  0  0  0  0  0  0],[],,,,,,,[ 8 10  3  3],[0 1 3 2],"[['PASS' list([0])]
 ['PASS' list([0])]
 ['DISCARD' list([4])]
 ['PASS' list([0])]]",,[]
2021-05-24_08:31:18.950756,5,18,2,DISCARD,"[[ 0  0  0  0  0  0  0  0  0  0  0  0  0  6  7  9 10]
 [ 0  0  0  0  0  0  0  0  0  0  0  0 10 10 10 11 11]
 [ 0  0  0  0  0  0  0  0  0  8 10 11 11 11 11 11 11]
 [ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11]]",[5 0 0 0 0 0 0 0 0 0 0],True,[5],0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]",0,0,0,[ 8 10  3  3],[0 1 3 2],"['' '' ('DISCARD', [5]) '']",,[]
